timestamp,temperature
2015-01-15T16:53:28.000Z,19.9
2015-01-15T16:53:39.000Z,19.9
2015-01-15T16:53:49.000Z,19.9
2015-01-15T16:53:59.000Z,19.8
2015-01-15T16:54:09.000Z,19.7
2015-01-15T16:54:19.000Z,19.7
2015-01-15T16:54:29.000Z,19.6
2015-01-15T16:54:39.000Z,19.6
2015-01-15T16:54:50.000Z,19.6
2015-01-15T16:55:00.000Z,19.5
2015-01-15T16:55:10.000Z,19.5
2015-01-15T16:55:20.000Z,19.4
2015-01-15T16:55:30.000Z,19.4
2015-01-15T16:55:40.000Z,19.3
2015-01-15T16:55:50.000Z,19.3
2015-01-15T16:56:00.000Z,19.3
2015-01-15T16:56:10.000Z,19.2
2015-01-15T16:56:20.000Z,19.2
2015-01-15T16:56:31.000Z,19.1
2015-01-15T16:56:41.000Z,19.1
2015-01-15T16:56:51.000Z,19
2015-01-15T16:57:01.000Z,19
2015-01-15T16:57:11.000Z,19
2015-01-15T16:57:21.000Z,19
2015-01-15T16:57:31.000Z,18.9
2015-01-15T16:57:41.000Z,18.8
2015-01-15T16:57:51.000Z,18.8
2015-01-15T16:58:01.000Z,18.7
2015-01-15T16:58:11.000Z,18.7
2015-01-15T16:58:22.000Z,18.7
2015-01-15T16:58:32.000Z,18.6
2015-01-15T16:58:42.000Z,18.6
2015-01-15T16:58:52.000Z,18.5
2015-01-15T16:59:02.000Z,18.5
2015-01-15T16:59:12.000Z,18.5
2015-01-15T16:59:22.000Z,18.4
2015-01-15T16:59:32.000Z,18.4
2015-01-15T16:59:42.000Z,18.3
2015-01-15T16:59:52.000Z,18.3
2015-01-15T17:00:02.000Z,18.2
2015-01-15T17:00:13.000Z,18.3
2015-01-15T17:00:23.000Z,18.2
2015-01-15T17:00:33.000Z,18.2
2015-01-15T17:00:43.000Z,18.1
2015-01-15T17:00:53.000Z,18.1
2015-01-15T17:01:03.000Z,18.1
2015-01-15T17:01:13.000Z,18
2015-01-15T17:01:23.000Z,18
2015-01-15T17:01:33.000Z,17.9
2015-01-15T17:01:44.000Z,17.9
2015-01-15T17:01:54.000Z,17.9
2015-01-15T17:02:04.000Z,17.9
2015-01-15T17:02:14.000Z,17.8
2015-01-15T17:02:24.000Z,17.8
2015-01-15T17:02:34.000Z,17.8
2015-01-15T17:02:44.000Z,17.7
2015-01-15T17:02:54.000Z,17.7
2015-01-15T17:03:05.000Z,17.7
2015-01-15T17:03:15.000Z,17.6
2015-01-15T17:03:25.000Z,17.6
2015-01-15T17:03:35.000Z,17.6
2015-01-15T17:03:45.000Z,17.5
2015-01-15T17:03:55.000Z,17.5
2015-01-15T17:04:05.000Z,17.5
2015-01-15T17:04:15.000Z,17.5
2015-01-15T17:04:25.000Z,17.4
2015-01-15T17:04:35.000Z,17.4
2015-01-15T17:04:46.000Z,17.4
2015-01-15T17:04:56.000Z,17.3
2015-01-15T17:05:06.000Z,17.3
2015-01-15T17:05:41.000Z,17.2
2015-01-15T17:05:54.000Z,17.2
2015-01-15T17:06:04.000Z,17.1
2015-01-15T17:06:15.000Z,17.1
2015-01-15T17:06:25.000Z,17
2015-01-15T17:06:35.000Z,17.1
2015-01-15T17:06:45.000Z,17
2015-01-15T17:06:55.000Z,17
2015-01-15T17:07:05.000Z,16.9
2015-01-15T17:07:15.000Z,16.9
2015-01-15T17:07:25.000Z,16.9
2015-01-15T17:07:35.000Z,16.9
2015-01-15T17:07:45.000Z,16.8
2015-01-15T17:07:55.000Z,16.8
2015-01-15T17:08:06.000Z,16.8
2015-01-15T17:08:16.000Z,16.8
2015-01-15T17:08:26.000Z,16.7
2015-01-15T17:08:36.000Z,16.7
2015-01-15T17:08:46.000Z,16.7
2015-01-15T17:08:56.000Z,16.7
2015-01-15T17:09:06.000Z,16.7
2015-01-15T17:09:16.000Z,16.7
2015-01-15T17:09:27.000Z,16.6
2015-01-15T17:09:37.000Z,16.6
2015-01-15T17:09:47.000Z,16.6
2015-01-15T17:09:57.000Z,16.5
2015-01-15T17:10:07.000Z,16.5
2015-01-15T17:10:17.000Z,16.5
2015-01-15T17:10:27.000Z,16.5
2015-01-15T17:10:37.000Z,16.5
2015-01-15T17:10:47.000Z,16.4
2015-01-15T17:10:57.000Z,16.4
2015-01-15T17:11:07.000Z,16.4
2015-01-15T17:11:17.000Z,16.4
2015-01-15T17:11:28.000Z,16.4
2015-01-15T17:11:38.000Z,16.4
2015-01-15T17:11:48.000Z,16.4
2015-01-15T17:11:58.000Z,16.3
2015-01-15T17:12:08.000Z,16.3
2015-01-15T17:12:18.000Z,16.3
2015-01-15T17:12:28.000Z,16.3
2015-01-15T17:12:38.000Z,16.3
2015-01-15T17:12:48.000Z,16.3
2015-01-15T17:12:58.000Z,16.2
2015-01-15T17:13:08.000Z,16.3
2015-01-15T17:13:18.000Z,16.2
2015-01-15T17:13:29.000Z,16.2
2015-01-15T17:13:39.000Z,16.2
2015-01-15T17:13:49.000Z,16.2
2015-01-15T17:13:59.000Z,16.2
2015-01-15T17:14:09.000Z,16.2
2015-01-15T17:14:19.000Z,16.1
2015-01-15T17:14:29.000Z,16.1
2015-01-15T17:14:39.000Z,16.1
2015-01-15T17:14:49.000Z,16.2
2015-01-15T17:14:59.000Z,16.1
2015-01-15T17:15:09.000Z,16.1
2015-01-15T17:15:20.000Z,16.1
2015-01-15T17:15:30.000Z,16
2015-01-15T17:15:40.000Z,16
2015-01-15T17:15:50.000Z,16
2015-01-15T17:16:00.000Z,16
2015-01-15T17:16:10.000Z,15.9
2015-01-15T17:16:20.000Z,15.9
2015-01-15T17:16:30.000Z,15.9
2015-01-15T17:16:40.000Z,15.9
2015-01-15T17:16:51.000Z,15.9
2015-01-15T17:17:01.000Z,15.9
2015-01-15T17:17:11.000Z,15.9
2015-01-15T17:17:21.000Z,15.9
2015-01-15T17:17:31.000Z,15.8
2015-01-15T17:17:41.000Z,15.8
2015-01-15T17:17:51.000Z,15.8
2015-01-15T17:18:01.000Z,15.8
2015-01-15T17:18:11.000Z,15.8
2015-01-15T17:18:21.000Z,15.8
2015-01-15T17:18:31.000Z,15.8
2015-01-15T17:18:41.000Z,15.8
2015-01-15T17:18:52.000Z,15.7
2015-01-15T17:19:02.000Z,15.7
2015-01-15T17:19:12.000Z,15.7
2015-01-15T17:19:22.000Z,15.7
2015-01-15T17:19:32.000Z,15.7
2015-01-15T17:19:42.000Z,15.7
2015-01-15T17:19:52.000Z,15.7
2015-01-15T17:20:02.000Z,15.7
2015-01-15T17:20:12.000Z,15.7
2015-01-15T17:20:22.000Z,15.7
2015-01-15T17:20:32.000Z,15.7
2015-01-15T17:20:42.000Z,15.7
2015-01-15T17:20:52.000Z,15.6
2015-01-15T17:21:02.000Z,15.7
2015-01-15T17:21:13.000Z,15.6
2015-01-15T17:21:23.000Z,15.6
2015-01-15T17:21:33.000Z,15.6
2015-01-15T17:21:43.000Z,15.6
2015-01-15T17:21:53.000Z,15.6
2015-01-15T17:22:03.000Z,15.7
2015-01-15T17:22:13.000Z,15.6
2015-01-15T17:22:23.000Z,15.6
2015-01-15T17:22:33.000Z,15.6
2015-01-15T17:22:43.000Z,15.6
2015-01-15T17:22:53.000Z,15.6
2015-01-15T17:23:04.000Z,15.7
2015-01-15T17:23:14.000Z,15.6
2015-01-15T17:23:24.000Z,15.6
2015-01-15T17:23:34.000Z,15.6
2015-01-15T17:23:44.000Z,15.6
2015-01-15T17:23:54.000Z,15.6
2015-01-15T17:24:04.000Z,15.6
2015-01-15T17:24:14.000Z,15.6
2015-01-15T17:24:24.000Z,15.6
2015-01-15T17:24:34.000Z,15.6
2015-01-15T17:24:45.000Z,15.6
2015-01-15T17:24:55.000Z,15.6
2015-01-15T17:25:05.000Z,15.6
2015-01-15T17:25:15.000Z,15.6
2015-01-15T17:25:25.000Z,15.6
2015-01-15T17:25:35.000Z,15.6
2015-01-15T17:25:45.000Z,15.6
2015-01-15T17:25:55.000Z,15.6
2015-01-15T17:26:08.000Z,15.6
2015-01-15T17:26:21.000Z,15.7
2015-01-15T17:26:31.000Z,15.6
2015-01-15T17:26:41.000Z,15.7
2015-01-15T17:26:52.000Z,15.7
2015-01-15T17:27:02.000Z,15.7
2015-01-15T17:27:12.000Z,15.7
2015-01-15T17:27:22.000Z,15.7
2015-01-15T17:27:32.000Z,15.7
2015-01-15T17:27:42.000Z,15.7
2015-01-15T17:27:52.000Z,15.7
2015-01-15T17:28:02.000Z,15.7
2015-01-15T17:28:12.000Z,15.7
2015-01-15T17:28:23.000Z,15.8
2015-01-15T17:28:33.000Z,15.7
2015-01-15T17:28:43.000Z,15.8
2015-01-15T17:28:53.000Z,15.7
2015-01-15T17:29:03.000Z,15.7
2015-01-15T17:29:13.000Z,15.8
2015-01-15T17:29:23.000Z,15.8
2015-01-15T17:29:33.000Z,15.7
2015-01-15T17:29:44.000Z,15.8
2015-01-15T17:29:54.000Z,15.8
2015-01-15T17:30:04.000Z,15.8
2015-01-15T17:30:14.000Z,15.8
2015-01-15T17:30:24.000Z,15.8
2015-01-15T17:30:34.000Z,15.8
2015-01-15T17:30:44.000Z,15.8
2015-01-15T17:30:54.000Z,15.7
2015-01-15T17:31:05.000Z,15.8
2015-01-15T17:31:15.000Z,15.7
2015-01-15T17:31:25.000Z,15.8
2015-01-15T17:31:35.000Z,15.8
2015-01-15T17:31:45.000Z,15.8
2015-01-15T17:31:55.000Z,15.8
2015-01-15T17:32:05.000Z,15.8
2015-01-15T17:32:15.000Z,15.8
2015-01-15T17:32:25.000Z,15.7
2015-01-15T17:32:35.000Z,15.7
2015-01-15T17:32:45.000Z,15.7
2015-01-15T17:32:56.000Z,15.8
2015-01-15T17:33:06.000Z,15.8
2015-01-15T17:33:16.000Z,15.8
2015-01-15T17:33:26.000Z,15.8
2015-01-15T17:33:36.000Z,15.8
2015-01-15T17:33:46.000Z,15.8
2015-01-15T17:33:56.000Z,15.8
2015-01-15T17:34:06.000Z,15.8
2015-01-15T17:34:16.000Z,15.8
2015-01-15T17:34:27.000Z,15.8
2015-01-15T17:34:37.000Z,15.8
2015-01-15T17:34:47.000Z,15.8
2015-01-15T17:34:57.000Z,15.8
2015-01-15T17:35:07.000Z,15.8
2015-01-15T17:35:17.000Z,15.8
2015-01-15T17:35:27.000Z,15.8
2015-01-15T17:35:37.000Z,15.8
2015-01-15T17:35:47.000Z,15.8
2015-01-15T17:35:57.000Z,15.8
2015-01-15T17:36:08.000Z,15.8
2015-01-15T17:36:18.000Z,15.8
2015-01-15T17:36:28.000Z,15.8
2015-01-15T17:36:38.000Z,15.8
2015-01-15T17:36:48.000Z,15.8
2015-01-15T17:36:58.000Z,15.9
2015-01-15T17:37:08.000Z,15.9
2015-01-15T17:37:18.000Z,15.9
2015-01-15T17:37:28.000Z,15.9
2015-01-15T17:37:38.000Z,15.9
2015-01-15T17:37:49.000Z,15.9
2015-01-15T17:37:59.000Z,15.9
2015-01-15T17:38:09.000Z,15.9
2015-01-15T17:38:19.000Z,15.9
2015-01-15T17:38:29.000Z,15.9
2015-01-15T17:38:39.000Z,15.9
2015-01-15T17:38:49.000Z,15.9
2015-01-15T17:38:59.000Z,16
2015-01-15T17:39:09.000Z,16
2015-01-15T17:39:19.000Z,15.9
2015-01-15T17:39:29.000Z,16
2015-01-15T17:39:40.000Z,16
2015-01-15T17:39:50.000Z,16
2015-01-15T17:40:00.000Z,16
2015-01-15T17:40:10.000Z,16
2015-01-15T17:40:20.000Z,16
2015-01-15T17:40:30.000Z,16
2015-01-15T17:40:40.000Z,16
2015-01-15T17:40:51.000Z,16
2015-01-15T17:41:01.000Z,16
2015-01-15T17:41:11.000Z,16.1
2015-01-15T17:41:21.000Z,16.1
2015-01-15T17:41:31.000Z,16.1
2015-01-15T17:41:41.000Z,16.1
2015-01-15T17:41:51.000Z,16.1
2015-01-15T17:42:01.000Z,16.1
2015-01-15T17:42:11.000Z,16.1
2015-01-15T17:42:22.000Z,16.1
2015-01-15T17:42:32.000Z,16.1
2015-01-15T17:42:42.000Z,16.2
2015-01-15T17:42:52.000Z,16.1
2015-01-15T17:43:02.000Z,16.1
2015-01-15T17:43:12.000Z,16.2
2015-01-15T17:43:22.000Z,16.2
2015-01-15T17:43:32.000Z,16.2
2015-01-15T17:43:42.000Z,16.2
2015-01-15T17:43:52.000Z,16.2
2015-01-15T17:44:02.000Z,16.2
2015-01-15T17:44:12.000Z,16.2
2015-01-15T17:44:23.000Z,16.2
2015-01-15T17:44:33.000Z,16.3
2015-01-15T17:44:43.000Z,16.2
2015-01-15T17:44:53.000Z,16.3
2015-01-15T17:45:03.000Z,16.3
2015-01-15T17:45:13.000Z,16.3
2015-01-15T17:45:23.000Z,16.3
2015-01-15T17:45:33.000Z,16.3
2015-01-15T17:45:43.000Z,16.3
2015-01-15T17:45:53.000Z,16.3
2015-01-15T17:46:03.000Z,16.4
2015-01-15T17:46:13.000Z,16.3
2015-01-15T17:46:23.000Z,16.4
2015-01-15T17:46:33.000Z,16.4
2015-01-15T17:47:12.000Z,16.4
2015-01-15T17:47:22.000Z,16.5
2015-01-15T17:47:32.000Z,16.5
2015-01-15T17:47:42.000Z,16.5
2015-01-15T17:47:52.000Z,16.5
2015-01-15T17:48:02.000Z,16.5
2015-01-15T17:48:12.000Z,16.5
2015-01-15T17:48:23.000Z,16.5
2015-01-15T17:48:33.000Z,16.5
2015-01-15T17:48:43.000Z,16.6
2015-01-15T17:48:53.000Z,16.6
2015-01-15T17:49:03.000Z,16.6
2015-01-15T17:49:13.000Z,16.6
2015-01-15T17:49:23.000Z,16.6
2015-01-15T17:49:33.000Z,16.6
2015-01-15T17:49:43.000Z,16.6
2015-01-15T17:49:53.000Z,16.6
2015-01-15T17:50:03.000Z,16.6
2015-01-15T17:50:13.000Z,16.6
2015-01-15T17:50:23.000Z,16.7
2015-01-15T17:50:34.000Z,16.7
2015-01-15T17:50:44.000Z,16.7
2015-01-15T17:50:54.000Z,16.7
2015-01-15T17:51:04.000Z,16.7
2015-01-15T17:51:14.000Z,16.7
2015-01-15T17:51:24.000Z,16.7
2015-01-15T17:51:34.000Z,16.7
2015-01-15T17:51:44.000Z,16.8
2015-01-15T17:51:54.000Z,16.8
2015-01-15T17:52:04.000Z,16.8
2015-01-15T17:52:14.000Z,16.8
2015-01-15T17:52:24.000Z,16.8
2015-01-15T17:52:35.000Z,16.8
2015-01-15T17:52:45.000Z,16.8
2015-01-15T17:52:55.000Z,16.8
2015-01-15T17:53:05.000Z,16.8
2015-01-15T17:53:15.000Z,16.8
2015-01-15T17:53:25.000Z,16.9
2015-01-15T17:53:35.000Z,16.9
2015-01-15T17:53:45.000Z,16.9
2015-01-15T17:53:55.000Z,16.9
2015-01-15T17:54:05.000Z,16.9
2015-01-15T17:54:15.000Z,16.9
2015-01-15T17:54:25.000Z,17
2015-01-15T17:54:36.000Z,16.9
2015-01-15T17:54:46.000Z,16.9
2015-01-15T17:54:56.000Z,17
2015-01-15T17:55:06.000Z,17
2015-01-15T17:55:16.000Z,17
2015-01-15T17:55:26.000Z,17
2015-01-15T17:55:36.000Z,17
2015-01-15T17:55:46.000Z,17.1
2015-01-15T17:55:56.000Z,17
2015-01-15T17:56:06.000Z,17.1
2015-01-15T17:56:16.000Z,17.1
2015-01-15T17:56:27.000Z,17.1
2015-01-15T17:56:37.000Z,17.1
2015-01-15T17:56:47.000Z,17.1
2015-01-15T17:56:57.000Z,17.2
2015-01-15T17:57:07.000Z,17.2
2015-01-15T17:57:17.000Z,17.2
2015-01-15T17:57:27.000Z,17.2
2015-01-15T17:57:37.000Z,17.2
2015-01-15T17:57:47.000Z,17.2
2015-01-15T17:57:57.000Z,17.2
2015-01-15T17:58:07.000Z,17.2
2015-01-15T17:58:17.000Z,17.2
2015-01-15T17:58:27.000Z,17.3
2015-01-15T17:58:38.000Z,17.3
2015-01-15T17:58:48.000Z,17.3
2015-01-15T17:58:58.000Z,17.3
2015-01-15T17:59:08.000Z,17.3
2015-01-15T17:59:18.000Z,17.3
2015-01-15T17:59:28.000Z,17.3
2015-01-15T17:59:38.000Z,17.3
2015-01-15T17:59:48.000Z,17.4
2015-01-15T17:59:58.000Z,17.4
2015-01-15T18:00:09.000Z,17.4
2015-01-15T18:00:19.000Z,17.4
2015-01-15T18:00:29.000Z,17.4
2015-01-15T18:00:39.000Z,17.4
2015-01-15T18:00:49.000Z,17.4
2015-01-15T18:00:59.000Z,17.4
2015-01-15T18:01:09.000Z,17.4
2015-01-15T18:01:19.000Z,17.4
2015-01-15T18:01:29.000Z,17.5
2015-01-15T18:01:39.000Z,17.4
2015-01-15T18:01:49.000Z,17.4
2015-01-15T18:02:00.000Z,17.5
2015-01-15T18:02:10.000Z,17.5
2015-01-15T18:02:20.000Z,17.4
2015-01-15T18:02:30.000Z,17.5
2015-01-15T18:02:40.000Z,17.5
2015-01-15T18:02:50.000Z,17.5
2015-01-15T18:03:00.000Z,17.5
2015-01-15T18:03:10.000Z,17.6
2015-01-15T18:03:20.000Z,17.5
2015-01-15T18:03:31.000Z,17.5
2015-01-15T18:03:41.000Z,17.5
2015-01-15T18:03:51.000Z,17.5
2015-01-15T18:04:01.000Z,17.6
2015-01-15T18:04:11.000Z,17.5
2015-01-15T18:04:21.000Z,17.6
2015-01-15T18:04:31.000Z,17.6
2015-01-15T18:04:41.000Z,17.6
2015-01-15T18:04:51.000Z,17.6
2015-01-15T18:05:01.000Z,17.6
2015-01-15T18:05:11.000Z,17.6
2015-01-15T18:05:21.000Z,17.6
2015-01-15T18:05:31.000Z,17.6
2015-01-15T18:05:42.000Z,17.6
2015-01-15T18:05:52.000Z,17.6
2015-01-15T18:06:02.000Z,17.6
2015-01-15T18:06:12.000Z,17.7
2015-01-15T18:06:22.000Z,17.7
2015-01-15T18:06:32.000Z,17.7
2015-01-15T18:06:42.000Z,17.7
2015-01-15T18:06:52.000Z,17.7
2015-01-15T18:07:02.000Z,17.7
2015-01-15T18:07:23.000Z,17.7
2015-01-15T18:07:36.000Z,17.7
2015-01-15T18:07:48.000Z,17.7
2015-01-15T18:07:58.000Z,17.8
2015-01-15T18:08:08.000Z,17.8
2015-01-15T18:08:18.000Z,17.8
2015-01-15T18:08:28.000Z,17.8
2015-01-15T18:08:39.000Z,17.7
2015-01-15T18:08:49.000Z,17.8
2015-01-15T18:08:59.000Z,17.8
2015-01-15T18:09:09.000Z,17.8
2015-01-15T18:09:19.000Z,17.8
2015-01-15T18:09:29.000Z,17.8
2015-01-15T18:09:39.000Z,17.8
2015-01-15T18:09:49.000Z,17.8
2015-01-15T18:09:59.000Z,17.8
2015-01-15T18:10:09.000Z,17.8
2015-01-15T18:10:19.000Z,17.8
2015-01-15T18:10:30.000Z,17.9
2015-01-15T18:10:40.000Z,17.8
2015-01-15T18:10:50.000Z,17.9
2015-01-15T18:11:00.000Z,17.9
2015-01-15T18:11:10.000Z,17.8
2015-01-15T18:11:20.000Z,17.9
2015-01-15T18:11:30.000Z,17.9
2015-01-15T18:11:40.000Z,17.9
2015-01-15T18:11:50.000Z,17.9
2015-01-15T18:12:01.000Z,17.9
2015-01-15T18:12:11.000Z,17.9
2015-01-15T18:12:21.000Z,17.9
2015-01-15T18:12:31.000Z,17.9
2015-01-15T18:12:41.000Z,17.9
2015-01-15T18:12:51.000Z,17.9
2015-01-15T18:13:01.000Z,17.9
2015-01-15T18:13:11.000Z,17.9
2015-01-15T18:13:21.000Z,17.9
2015-01-15T18:13:31.000Z,17.9
2015-01-15T18:13:41.000Z,18
2015-01-15T18:13:52.000Z,18
2015-01-15T18:14:02.000Z,17.9
2015-01-15T18:14:12.000Z,18
2015-01-15T18:14:22.000Z,17.9
2015-01-15T18:14:32.000Z,18
2015-01-15T18:14:42.000Z,18
2015-01-15T18:14:52.000Z,18
2015-01-15T18:15:02.000Z,18
2015-01-15T18:15:12.000Z,18
2015-01-15T18:15:23.000Z,18
2015-01-15T18:15:33.000Z,18
2015-01-15T18:15:43.000Z,18
2015-01-15T18:15:53.000Z,18
2015-01-15T18:16:03.000Z,18
2015-01-15T18:16:13.000Z,18
2015-01-15T18:16:23.000Z,18
2015-01-15T18:16:33.000Z,18
2015-01-15T18:16:43.000Z,18
2015-01-15T18:16:53.000Z,18
2015-01-15T18:17:03.000Z,18
2015-01-15T18:17:14.000Z,18
2015-01-15T18:17:24.000Z,18
2015-01-15T18:17:34.000Z,18
2015-01-15T18:17:44.000Z,18
2015-01-15T18:17:54.000Z,18
2015-01-15T18:18:04.000Z,18
2015-01-15T18:18:14.000Z,18
2015-01-15T18:18:24.000Z,18
2015-01-15T18:18:34.000Z,18
2015-01-15T18:18:44.000Z,18
2015-01-15T18:18:54.000Z,18
2015-01-15T18:19:04.000Z,18
2015-01-15T18:19:14.000Z,18
2015-01-15T18:19:24.000Z,18
2015-01-15T18:19:34.000Z,18
2015-01-15T18:19:45.000Z,18
2015-01-15T18:19:55.000Z,18
2015-01-15T18:20:05.000Z,18
2015-01-15T18:20:15.000Z,18
2015-01-15T18:20:25.000Z,18
2015-01-15T18:20:35.000Z,18
2015-01-15T18:20:45.000Z,18
2015-01-15T18:20:55.000Z,18
2015-01-15T18:21:05.000Z,18
2015-01-15T18:21:15.000Z,18
2015-01-15T18:21:25.000Z,18
2015-01-15T18:21:36.000Z,18
2015-01-15T18:21:46.000Z,18
2015-01-15T18:21:56.000Z,18.1
2015-01-15T18:22:06.000Z,18.1
2015-01-15T18:22:16.000Z,18.1
2015-01-15T18:22:26.000Z,18
2015-01-15T18:22:36.000Z,18.1
2015-01-15T18:22:46.000Z,18.1
2015-01-15T18:22:56.000Z,18.1
2015-01-15T18:23:06.000Z,18.1
2015-01-15T18:23:17.000Z,18.1
2015-01-15T18:23:27.000Z,18.1
2015-01-15T18:23:37.000Z,18.1
2015-01-15T18:23:47.000Z,18.1
2015-01-15T18:23:57.000Z,18.1
2015-01-15T18:24:07.000Z,18.1
2015-01-15T18:24:17.000Z,18.1
2015-01-15T18:24:27.000Z,18.1
2015-01-15T18:24:37.000Z,18.1
2015-01-15T18:24:47.000Z,18.1
2015-01-15T18:24:57.000Z,18.1
2015-01-15T18:25:07.000Z,18.1
2015-01-15T18:25:18.000Z,18.1
2015-01-15T18:25:28.000Z,18.1
2015-01-15T18:25:38.000Z,18.1
2015-01-15T18:25:48.000Z,18.2
2015-01-15T18:25:58.000Z,18.1
2015-01-15T18:26:08.000Z,18.1
2015-01-15T18:26:18.000Z,18.2
2015-01-15T18:26:28.000Z,18.1
2015-01-15T18:26:38.000Z,18.1
2015-01-15T18:26:48.000Z,18.1
2015-01-15T18:26:59.000Z,18.1
2015-01-15T18:27:09.000Z,18.1
2015-01-15T18:27:19.000Z,18.2
2015-01-15T18:27:29.000Z,18.1
2015-01-15T18:27:39.000Z,18.1
2015-01-15T18:27:49.000Z,18.2
2015-01-15T18:28:12.000Z,18.2
2015-01-15T18:28:25.000Z,18.1
2015-01-15T18:28:36.000Z,18.2
2015-01-15T18:28:46.000Z,18.2
2015-01-15T18:28:56.000Z,18.2
2015-01-15T18:29:06.000Z,18.2
2015-01-15T18:29:16.000Z,18.2
2015-01-15T18:29:26.000Z,18.2
2015-01-15T18:29:36.000Z,18.2
2015-01-15T18:29:46.000Z,18.2
2015-01-15T18:29:56.000Z,18.2
2015-01-15T18:30:06.000Z,18.2
2015-01-15T18:30:16.000Z,18.2
2015-01-15T18:30:27.000Z,18.2
2015-01-15T18:30:37.000Z,18.2
2015-01-15T18:30:47.000Z,18.2
2015-01-15T18:30:57.000Z,18.2
2015-01-15T18:31:07.000Z,18.2
2015-01-15T18:31:17.000Z,18.2
2015-01-15T18:31:27.000Z,18.2
2015-01-15T18:31:38.000Z,18.2
2015-01-15T18:31:48.000Z,18.2
2015-01-15T18:31:58.000Z,18.2
2015-01-15T18:32:08.000Z,18.2
2015-01-15T18:32:18.000Z,18.2
2015-01-15T18:32:28.000Z,18.2
2015-01-15T18:32:38.000Z,18.2
2015-01-15T18:32:48.000Z,18.2
2015-01-15T18:32:58.000Z,18.2
2015-01-15T18:33:08.000Z,18.3
2015-01-15T18:33:18.000Z,18.3
2015-01-15T18:33:28.000Z,18.2
2015-01-15T18:33:38.000Z,18.2
2015-01-15T18:33:48.000Z,18.2
2015-01-15T18:33:59.000Z,18.2
2015-01-15T18:34:09.000Z,18.2
2015-01-15T18:34:19.000Z,18.2
2015-01-15T18:34:29.000Z,18.3
2015-01-15T18:34:39.000Z,18.2
2015-01-15T18:34:49.000Z,18.3
2015-01-15T18:34:59.000Z,18.3
2015-01-15T18:35:09.000Z,18.3
2015-01-15T18:35:19.000Z,18.3
2015-01-15T18:35:30.000Z,18.3
2015-01-15T18:35:40.000Z,18.3
2015-01-15T18:35:50.000Z,18.3
2015-01-15T18:36:00.000Z,18.3
2015-01-15T18:36:10.000Z,18.3
2015-01-15T18:36:20.000Z,18.3
2015-01-15T18:36:30.000Z,18.3
2015-01-15T18:36:40.000Z,18.3
2015-01-15T18:36:51.000Z,18.3
2015-01-15T18:37:01.000Z,18.3
2015-01-15T18:37:11.000Z,18.3
2015-01-15T18:37:21.000Z,18.3
2015-01-15T18:37:31.000Z,18.3
