UnderFour,Seniors,NonWhite,NonEnglish,Income,NoHighSchoolDegree,Poverty,TreeDensity,LiveAlone,SeniorLiveAlone,NursingHomes,JobDensity,RegionalTransitAccess,NoParkAccess,AirQuality,LivingTopFloor,PopulationDensity,SurfaceTemperature0508,SurfaceTemperature0908,AsthmaRates,NoAirConditioning
0.034208,0.173429,0.194909,0.071661,121880.0,0.054077999999999994,0.09201141199999999,6463,0.42360600000000004,0.083997,0.0,82576.55755016,1.0,0.485886,2.6,0.27557,29165.786695,302.200012,315,14.099901000000001,0.937502
0.022753,0.343003,0.215586,0.090489,96754.0,0.06666699999999999,0.091633466,3064,0.44772399999999996,0.166667,0.017835,42931.4830876,1.0,0.903495,3.5,0.17548,47007.805724,300.5,316,5.7,0.973684
0.021038,0.258065,0.413745,0.183784,125376.0,0.051401999999999996,0.088461538,4710,0.44458400000000003,0.12720399999999998,0.0,66915.5657668,1.0,1.0,3.5,0.146318,22802.986789,301.700012,315,5.7,0.973684
0.026122,0.266326,0.294719,0.215072,69210.0,0.106003,0.108419839,4656,0.426117,0.17354,0.0,11996.57240788,1.0,0.720919,3.1,0.268687,49871.465295999995,300.5,316,5.700330999999999,0.973684
0.024371,0.218553,0.308176,0.113184,101952.0,0.077679,0.029850746,6116,0.306268,0.067664,0.062678,9356.45823825,1.0,0.38753200000000004,2.8,0.273864,32040.164308999996,300.299988,316,14.099565,0.937507
0.041605,0.081724,0.291233,0.027094,196647.0,0.024263,0.136887608,5698,0.267327,0.032532,0.0,21236.1878453,1.0,0.254608,2.9,0.27655799999999997,24412.983425,300.299988,314,14.1,0.9375
0.03392,0.109296,0.271357,0.038902,119321.0,0.034532,0.08510638300000001,5285,0.231834,0.035755,0.0,12982.53676471,1.0,0.886207,2.9,0.28036500000000003,19921.875,301.0,315,14.1,0.9375
0.033505,0.2689,0.286082,0.02544,138384.0,0.076382,0.058242842999999996,4787,0.16198900000000002,0.01684,0.178829,20268.8938684,1.0,0.222689,3.0,0.278572,25402.322265,301.0,315,14.1,0.9375
0.057663,0.119879,0.218513,0.027174,123973.0,0.029358,0.046082949000000005,4721,0.188525,0.032787000000000004,0.0,31662.56433207,1.0,0.565261,2.3,0.25828,16379.503244999998,300.100006,315,12.22556,0.970909
0.049869,0.081365,0.352581,0.026446,74041.0,0.04646,0.084615385,4965,0.18745,0.020113,0.0,7554.73327166,1.0,0.695004,2.8,0.291595,38328.707986,300.0,315,14.1,0.9375
0.040172,0.201578,0.402439,0.116866,112471.0,0.097706,0.037433155,2743,0.24578000000000003,0.048616,0.036462,22591.05578608,1.0,0.403937,2.9,0.269154,17070.078377,299.200012,315,8.636933,0.99203
0.055631,0.238806,0.230665,0.030172,138715.0,0.029366000000000003,0.051075269000000006,3387,0.276622,0.079559,0.0,18073.81193124,1.0,0.415214,1.9,0.280045,20652.173913,299.0,314,5.2,1.0
0.071269,0.134373,0.23905,0.022504,138204.0,0.054598,0.071773221,6019,0.173942,0.042982,0.0,12447.3619024,1.0,1.0,2.5,0.306111,18441.912311,299.899994,314,5.2,1.0
0.017409,0.611421,0.396936,0.153919,84268.0,0.154647,0.061968407999999996,3833,0.52223,0.37690799999999997,0.0,25896.00165734,1.0,0.39106199999999997,3.8,0.23225,31220.219598000003,300.299988,316,10.440147999999999,0.964086
0.035953,0.202341,0.531773,0.222073,82400.0,0.123849,0.16185897400000002,5333,0.309319,0.104933,0.0,15956.33004409,1.0,0.002141,3.9,0.22886599999999999,26810.833508,300.299988,314,14.1,0.9375
0.067371,0.141347,0.573316,0.023333,29452.0,0.174242,0.335195531,2409,0.125155,0.027261,0.05204500000000001,53724.72999169,1.0,0.21889,3.0,0.264933,22348.37995,299.299988,314,14.1,0.9375
0.076324,0.15109,0.433022,0.07837,119227.0,0.004115,0.10878112699999999,3243,0.160637,0.034732,0.0,5927.47559275,1.0,0.369814,2.5,0.268611,24093.444909,299.200012,312,5.2,1.0
0.036463,0.119417,0.361896,0.108844,86822.0,0.035348000000000004,0.118343195,3611,0.18315599999999999,0.025348,0.0,1128.30431979,1.0,0.021291,2.2,0.272887,39426.176660000005,299.200012,315,5.200141,1.0
0.0311,0.149522,0.421053,0.180662,109257.0,0.073684,0.108433735,3730,0.15545799999999999,0.046307,0.0,3042.79544562,1.0,0.020619,2.6,0.286951,17805.261091,299.200012,312,5.2,1.0
0.04455,0.167773,0.395261,0.051581,88750.0,0.041855,0.025120773,3805,0.243772,0.059609,0.0,24984.94882601,1.0,1.0,2.8,0.346904,13534.015653,299.0,314,14.099895000000002,0.937504
0.046108,0.085629,0.264671,0.02332,71885.0,0.050466000000000004,0.143930636,5245,0.12679400000000002,0.016148,0.0,6716.41791045,1.0,1.0,2.7,0.274602,35650.319829,298.600006,315,9.87208,0.992574
0.042229,0.178299,0.439296,0.101471,158637.0,0.06726499999999999,0.129595016,4832,0.121921,0.030788,0.0,4990.67164179,1.0,0.9848520000000001,2.5,0.271579,15149.253731,299.200012,314,5.508865,0.999998
0.030228,0.093996,0.392133,0.047191,126641.0,0.038925,0.21010901899999998,4303,0.07046799999999999,0.020774,0.0,29971.39659246,1.0,0.8383860000000001,2.6,0.223754,30531.028479,302.100006,316,6.860512,1.0
0.043053,0.088063,0.727984,0.171171,59879.0,0.119681,0.118081181,7760,0.14882,0.030853,0.0,9912.20617389,1.0,0.0,3.4,0.23988,15604.644577000001,300.399994,316,14.1,0.9375
0.065113,0.071967,0.554489,0.033183,108866.0,0.10276700000000001,0.347072879,5837,0.132923,0.015385,0.0,2975.34712383,1.0,0.209709,2.6,0.273083,46047.038820999995,297.700012,314,12.652933,0.972147
